"","spp","plate","trt","dayGerm","variable","stemLen","day","spptrt","ID","phylo"
"338","chm","P02","ctrl","1","stem3",14.87173612,3,"chmctrl","chmP02","chm"
"339","arc","P02","ctrl","4","stem3",7.34286689,3,"arcctrl","arcP02","arc"
"340","oid","P02","ctrl","3","stem3",39.63436867,3,"oidctrl","oidP02","oid"
"341","sit","P02","ctrl","1","stem3",14.42179705,3,"sitctrl","sitP02","sit"
"342","pim","P02","ctrl","0","stem3",21.77278077,3,"pimctrl","pimP02","pim"
"343","lyc","P02","ctrl","0","stem3",32.63412246,3,"lycctrl","lycP02","lyc"
"344","hab","P02","ctrl","1","stem3",13.58576443,3,"habctrl","habP02","hab"
"345","chi","P02","ctrl","1","stem3",10.87675627,3,"chictrl","chiP02","chi"
"346","lyc","P03","ctrl","2","stem3",7.533881545,3,"lycctrl","lycP03","lyc"
"347","pim","P03","ctrl","0","stem3",15.53362565,3,"pimctrl","pimP03","pim"
"348","chm","P03","ctrl","0","stem3",14.63124785,3,"chmctrl","chmP03","chm"
"349","oid","P03","ctrl","1","stem3",4.410756877,3,"oidctrl","oidP03","oid"
"350","hab","P03","ctrl","1","stem3",13.46296856,3,"habctrl","habP03","hab"
"352","chi","P03","ctrl","1","stem3",13.5377501,3,"chictrl","chiP03","chi"
"353","sit","P04","ctrl","1","stem3",9.694520534,3,"sitctrl","sitP04","sit"
"354","per","P04","ctrl","3","stem3",6.874976595,3,"perctrl","perP04","per"
"355","oid","P04","ctrl","2","stem3",1.477880712,3,"oidctrl","oidP04","oid"
"356","arc","P04","ctrl","5","stem3",4.18161359,3,"arcctrl","arcP04","arc"
"357","pim","P04","ctrl","0","stem3",16.87563142,3,"pimctrl","pimP04","pim"
"358","chi","P04","ctrl","0","stem3",8.107339631,3,"chictrl","chiP04","chi"
"359","lyc","P04","ctrl","0","stem3",28.05411767,3,"lycctrl","lycP04","lyc"
"360","hab","P04","ctrl","1","stem3",14.41586035,3,"habctrl","habP04","hab"
"361","oid","P05","ctrl","3","stem3",22.87437743,3,"oidctrl","oidP05","oid"
"362","sit","P05","ctrl","1","stem3",13.10343391,3,"sitctrl","sitP05","sit"
"363","chi","P05","ctrl","0","stem3",16.53411517,3,"chictrl","chiP05","chi"
"364","lyc","P05","ctrl","0","stem3",37.68802141,3,"lycctrl","lycP05","lyc"
"365","hab","P05","ctrl","1","stem3",16.08084322,3,"habctrl","habP05","hab"
"366","arc","P05","ctrl","0","stem3",14.36722111,3,"arcctrl","arcP05","arc"
"367","pim","P05","ctrl","0","stem3",15.72745357,3,"pimctrl","pimP05","pim"
"368","per","P05","ctrl","7","stem3",8.461555872,3,"perctrl","perP05","per"
"369","chm","P05","ctrl","1","stem3",20.21924114,3,"chmctrl","chmP05","chm"
"370","oid","P06","ctrl","0","stem3",34.5824003,3,"oidctrl","oidP06","oid"
"371","sit","P06","ctrl","1","stem3",9.191359503,3,"sitctrl","sitP06","sit"
"372","chi","P06","ctrl","0","stem3",7.438471874,3,"chictrl","chiP06","chi"
"373","per","P06","ctrl","0","stem3",7.277764469,3,"perctrl","perP06","per"
"374","lyc","P06","ctrl","0","stem3",30.87748534,3,"lycctrl","lycP06","lyc"
"375","pim","P06","ctrl","0","stem3",29.10637101,3,"pimctrl","pimP06","pim"
"376","hab","P06","ctrl","1","stem3",12.78066512,3,"habctrl","habP06","hab"
"377","lyc","P07","ctrl","1","stem3",11.87266308,3,"lycctrl","lycP07","lyc"
"378","chm","P07","ctrl","0","stem3",14.75862644,3,"chmctrl","chmP07","chm"
"379","hab","P07","ctrl","0","stem3",15.86628894,3,"habctrl","habP07","hab"
"380","pim","P07","ctrl","0","stem3",16.55202941,3,"pimctrl","pimP07","pim"
"381","arc","P07","ctrl","6","stem3",6.908592899,3,"arcctrl","arcP07","arc"
"382","sit","P07","ctrl","0","stem3",9.099913553,3,"sitctrl","sitP07","sit"
"383","chi","P07","ctrl","0","stem3",15.12972202,3,"chictrl","chiP07","chi"
"384","per","P07","ctrl","3","stem3",13.77863054,3,"perctrl","perP07","per"
"385","chm","P08","ctrl","1","stem3",12.22667764,3,"chmctrl","chmP08","chm"
"386","pen","P08","ctrl","0","stem3",9.283013759,3,"penctrl","penP08","pen"
"387","hab","P08","ctrl","1","stem3",6.13614823,3,"habctrl","habP08","hab"
"388","sit","P08","ctrl","1","stem3",9.479862102,3,"sitctrl","sitP08","sit"
"389","lyc","P08","ctrl","2","stem3",0,3,"lycctrl","lycP08","lyc"
"390","per","P08","ctrl","1","stem3",20.8679033,3,"perctrl","perP08","per"
"391","oid","P08","ctrl","1","stem3",11.7922573,3,"oidctrl","oidP08","oid"
"392","pim","P08","ctrl","0","stem3",24.40825722,3,"pimctrl","pimP08","pim"
"393","chi","P08","ctrl","0","stem3",10.92508306,3,"chictrl","chiP08","chi"
"394","sit","P09","ctrl","0","stem3",13.55983044,3,"sitctrl","sitP09","sit"
"395","oid","P09","ctrl","3","stem3",33.62877905,3,"oidctrl","oidP09","oid"
"396","pim","P09","ctrl","0","stem3",19.8517909,3,"pimctrl","pimP09","pim"
"397","pen","P09","ctrl","0","stem3",7.510128837,3,"penctrl","penP09","pen"
"398","lyc","P09","ctrl","1","stem3",23.94956933,3,"lycctrl","lycP09","lyc"
"399","chi","P09","ctrl","0","stem3",12.28073282,3,"chictrl","chiP09","chi"
"400","per","P09","ctrl","1","stem3",6.268838595,3,"perctrl","perP09","per"
"401","hab","P09","ctrl","1","stem3",14.58719132,3,"habctrl","habP09","hab"
"402","sit","P10","ctrl","1","stem3",14.00820722,3,"sitctrl","sitP10","sit"
"403","hab","P10","ctrl","1","stem3",13.81802464,3,"habctrl","habP10","hab"
"404","chi","P10","ctrl","0","stem3",18.27773322,3,"chictrl","chiP10","chi"
"405","per","P10","ctrl","3","stem3",13.01439386,3,"perctrl","perP10","per"
"406","pim","P10","ctrl","0","stem3",16.03251643,3,"pimctrl","pimP10","pim"
"407","chm","P10","ctrl","0","stem3",14.15610386,3,"chmctrl","chmP10","chm"
"408","arc","P10","ctrl","0","stem3",16.78647683,3,"arcctrl","arcP10","arc"
"409","oid","P10","ctrl","3","stem3",31.07501641,3,"oidctrl","oidP10","oid"
"410","lyc","P10","ctrl","0","stem3",30.47941425,3,"lycctrl","lycP10","lyc"
"411","pen","P10","ctrl","1","stem3",9.142095341,3,"penctrl","penP10","pen"
"412","chi","P11","cold","0","stem3",7.402435087,3,"chicold","chiP11","chi"
"413","chm","P11","cold","1","stem3",7.708435316,3,"chmcold","chmP11","chm"
"414","pim","P11","cold","0","stem3",10.11550519,3,"pimcold","pimP11","pim"
"415","hab","P11","cold","1","stem3",1.465530709,3,"habcold","habP11","hab"
"416","lyc","P11","cold","5","stem3",0,3,"lyccold","lycP11","lyc"
"417","sit","P11","cold","1","stem3",4.183079375,3,"sitcold","sitP11","sit"
"418","per","P11","cold","4","stem3",0.724390476,3,"percold","perP11","per"
"419","arc","P11","cold","0","stem3",7.939758158,3,"arccold","arcP11","arc"
"420","oid","P11","cold","2","stem3",2.973040491,3,"oidcold","oidP11","oid"
"421","lyc","P12","cold","0","stem3",13.64794351,3,"lyccold","lycP12","lyc"
"422","oid","P12","cold","7","stem3",1.846075341,3,"oidcold","oidP12","oid"
"423","pen","P12","cold","1","stem3",9.330090717,3,"pencold","penP12","pen"
"424","hab","P12","cold","1","stem3",0,3,"habcold","habP12","hab"
"425","chm","P12","cold","1","stem3",3.882286774,3,"chmcold","chmP12","chm"
"426","per","P12","cold","3","stem3",2.027222791,3,"percold","perP12","per"
"427","sit","P12","cold","1","stem3",2.628498224,3,"sitcold","sitP12","sit"
"428","chi","P12","cold","1","stem3",1.450636893,3,"chicold","chiP12","chi"
"429","pim","P13","cold","0","stem3",7.588868174,3,"pimcold","pimP13","pim"
"430","oid","P13","cold","3","stem3",2.824177275,3,"oidcold","oidP13","oid"
"431","hab","P13","cold","1","stem3",7.026131878,3,"habcold","habP13","hab"
"432","arc","P13","cold","1","stem3",5.420203514,3,"arccold","arcP13","arc"
"433","chi","P13","cold","0","stem3",5.492589545,3,"chicold","chiP13","chi"
"434","sit","P13","cold","1","stem3",6.542447377,3,"sitcold","sitP13","sit"
"435","lyc","P13","cold","5","stem3",2.780589773,3,"lyccold","lycP13","lyc"
"436","chm","P13","cold","1","stem3",3.291116828,3,"chmcold","chmP13","chm"
"437","chm","P14","cold","1","stem3",5.953985398,3,"chmcold","chmP14","chm"
"438","hab","P14","cold","1","stem3",2.984908294,3,"habcold","habP14","hab"
"439","oid","P14","cold","6","stem3",0,3,"oidcold","oidP14","oid"
"440","arc","P14","cold","1","stem3",6.058658723,3,"arccold","arcP14","arc"
"441","per","P14","cold","0","stem3",7.276931249,3,"percold","perP14","per"
"442","chi","P14","cold","0","stem3",7.019466114,3,"chicold","chiP14","chi"
"443","pim","P14","cold","0","stem3",10.46004187,3,"pimcold","pimP14","pim"
"444","sit","P14","cold","1","stem3",2.612042119,3,"sitcold","sitP14","sit"
"445","lyc","P14","cold","6","stem3",0.717030918,3,"lyccold","lycP14","lyc"
"446","chm","P15","cold","0","stem3",5.623613469,3,"chmcold","chmP15","chm"
"447","arc","P15","cold","0","stem3",7.077895702,3,"arccold","arcP15","arc"
"448","per","P15","cold","1","stem3",1.425119515,3,"percold","perP15","per"
"449","sit","P15","cold","1","stem3",4.69540583,3,"sitcold","sitP15","sit"
"450","hab","P15","cold","1","stem3",4.961099018,3,"habcold","habP15","hab"
"451","chi","P15","cold","1","stem3",5.579556935,3,"chicold","chiP15","chi"
"452","lyc","P15","cold","0","stem3",13.43880516,3,"lyccold","lycP15","lyc"
"453","pim","P15","cold","1","stem3",3.617010197,3,"pimcold","pimP15","pim"
"454","oid","P15","cold","1","stem3",1.18754752,3,"oidcold","oidP15","oid"
"455","chi","P16","cold","1","stem3",5.622676096,3,"chicold","chiP16","chi"
"456","per","P16","cold","4","stem3",2.909957782,3,"percold","perP16","per"
"457","oid","P16","cold","3","stem3",1.64107618,3,"oidcold","oidP16","oid"
"458","pim","P16","cold","0","stem3",7.084665618,3,"pimcold","pimP16","pim"
"459","chm","P16","cold","1","stem3",4.619895223,3,"chmcold","chmP16","chm"
"460","sit","P16","cold","1","stem3",2.971472613,3,"sitcold","sitP16","sit"
"461","arc","P16","cold","1","stem3",8.587899555,3,"arccold","arcP16","arc"
"462","hab","P16","cold","1","stem3",7.774051431,3,"habcold","habP16","hab"
"463","lyc","P16","cold","0","stem3",12.87471488,3,"lyccold","lycP16","lyc"
"464","chi","P17","cold","1","stem3",7.106850114,3,"chicold","chiP17","chi"
"465","sit","P17","cold","1","stem3",6.129899076,3,"sitcold","sitP17","sit"
"466","chm","P17","cold","1","stem3",10.15904096,3,"chmcold","chmP17","chm"
"467","arc","P17","cold","1","stem3",5.244289836,3,"arccold","arcP17","arc"
"468","oid","P17","cold","2","stem3",0,3,"oidcold","oidP17","oid"
"469","hab","P17","cold","1","stem3",4.868403237,3,"habcold","habP17","hab"
"470","pim","P17","cold","1","stem3",4.32108152,3,"pimcold","pimP17","pim"
"471","pim","P18","cold","0","stem3",12.27458782,3,"pimcold","pimP18","pim"
"472","arc","P18","cold","1","stem3",6.938747878,3,"arccold","arcP18","arc"
"473","oid","P18","cold","1","stem3",0,3,"oidcold","oidP18","oid"
"474","hab","P18","cold","1","stem3",0,3,"habcold","habP18","hab"
"475","pen","P18","cold","1","stem3",4.850697301,3,"pencold","penP18","pen"
"476","chm","P18","cold","0","stem3",6.163123744,3,"chmcold","chmP18","chm"
"477","chi","P18","cold","1","stem3",4.05122223,3,"chicold","chiP18","chi"
"478","sit","P18","cold","1","stem3",3.076770854,3,"sitcold","sitP18","sit"
"479","hab","P19","cold","1","stem3",3.5561851,3,"habcold","habP19","hab"
"480","per","P19","cold","4","stem3",2.943047603,3,"percold","perP19","per"
"481","oid","P19","cold","4","stem3",2.565434353,3,"oidcold","oidP19","oid"
"482","chi","P19","cold","0","stem3",6.908127024,3,"chicold","chiP19","chi"
"483","arc","P19","cold","1","stem3",7.120702405,3,"arccold","arcP19","arc"
"484","pim","P19","cold","0","stem3",8.287836022,3,"pimcold","pimP19","pim"
"485","sit","P19","cold","1","stem3",2.487579807,3,"sitcold","sitP19","sit"
"486","chm","P19","cold","1","stem3",6.479435077,3,"chmcold","chmP19","chm"
"487","sit","P20","cold","1","stem3",3.831564476,3,"sitcold","sitP20","sit"
"488","chm","P20","cold","1","stem3",6.096674409,3,"chmcold","chmP20","chm"
"489","chi","P20","cold","1","stem3",5.99554227,3,"chicold","chiP20","chi"
"490","hab","P20","cold","1","stem3",5.207732286,3,"habcold","habP20","hab"
"491","oid","P20","cold","1","stem3",2.284274005,3,"oidcold","oidP20","oid"
"492","per","P20","cold","2","stem3",2.459144374,3,"percold","perP20","per"
"493","lyc","P20","cold","0","stem3",9.946673888,3,"lyccold","lycP20","lyc"
"494","pim","P20","cold","0","stem3",6.950829575,3,"pimcold","pimP20","pim"
"495","arc","P20","cold","6","stem3",4.00533471,3,"arccold","arcP20","arc"
"496","oid","P01","ctrl","2","stem4",23.0833969,4,"oidctrl","oidP01","oid"
"497","chi","P01","ctrl","1","stem4",12.09066306,4,"chictrl","chiP01","chi"
"498","pim","P01","ctrl","0","stem4",22.43926304,4,"pimctrl","pimP01","pim"
"499","arc","P01","ctrl","3","stem4",10.92496806,4,"arcctrl","arcP01","arc"
"500","hab","P01","ctrl","1","stem4",11.75590715,4,"habctrl","habP01","hab"
"501","sit","P01","ctrl","1","stem4",8.934943271,4,"sitctrl","sitP01","sit"
"502","chm","P01","ctrl","0","stem4",14.42437806,4,"chmctrl","chmP01","chm"
"503","chm","P02","ctrl","1","stem4",15.44623712,4,"chmctrl","chmP02","chm"
"504","arc","P02","ctrl","4","stem4",9.589713368,4,"arcctrl","arcP02","arc"
"505","oid","P02","ctrl","3","stem4",41.47271217,4,"oidctrl","oidP02","oid"
"506","sit","P02","ctrl","1","stem4",16.45414802,4,"sitctrl","sitP02","sit"
"507","pim","P02","ctrl","0","stem4",26.54043926,4,"pimctrl","pimP02","pim"
"508","lyc","P02","ctrl","0","stem4",38.09003851,4,"lycctrl","lycP02","lyc"
"509","hab","P02","ctrl","1","stem4",15.9052774,4,"habctrl","habP02","hab"
"510","chi","P02","ctrl","1","stem4",12.97252004,4,"chictrl","chiP02","chi"
"511","lyc","P03","ctrl","2","stem4",12.04084207,4,"lycctrl","lycP03","lyc"
"512","pim","P03","ctrl","0","stem4",17.92973873,4,"pimctrl","pimP03","pim"
"513","chm","P03","ctrl","0","stem4",15.2581451,4,"chmctrl","chmP03","chm"
"514","oid","P03","ctrl","1","stem4",8.778182575,4,"oidctrl","oidP03","oid"
"515","hab","P03","ctrl","1","stem4",16.25179557,4,"habctrl","habP03","hab"
"517","chi","P03","ctrl","1","stem4",15.70271677,4,"chictrl","chiP03","chi"
"518","sit","P04","ctrl","1","stem4",10.57208286,4,"sitctrl","sitP04","sit"
"519","per","P04","ctrl","3","stem4",7.365609739,4,"perctrl","perP04","per"
"520","oid","P04","ctrl","2","stem4",2.955836876,4,"oidctrl","oidP04","oid"
"521","arc","P04","ctrl","5","stem4",5.050560923,4,"arcctrl","arcP04","arc"
"522","pim","P04","ctrl","0","stem4",19.29135006,4,"pimctrl","pimP04","pim"
"523","chi","P04","ctrl","0","stem4",7.956698241,4,"chictrl","chiP04","chi"
"524","lyc","P04","ctrl","0","stem4",41.19746019,4,"lycctrl","lycP04","lyc"
"525","hab","P04","ctrl","1","stem4",17.36931404,4,"habctrl","habP04","hab"
"526","oid","P05","ctrl","3","stem4",33.66279731,4,"oidctrl","oidP05","oid"
"527","sit","P05","ctrl","1","stem4",15.73873217,4,"sitctrl","sitP05","sit"
"528","chi","P05","ctrl","0","stem4",19.74924534,4,"chictrl","chiP05","chi"
"529","lyc","P05","ctrl","0","stem4",45.83470386,4,"lycctrl","lycP05","lyc"
"530","hab","P05","ctrl","1","stem4",18.62902051,4,"habctrl","habP05","hab"
"531","arc","P05","ctrl","0","stem4",14.68450088,4,"arcctrl","arcP05","arc"
"532","pim","P05","ctrl","0","stem4",17.20016655,4,"pimctrl","pimP05","pim"
"533","per","P05","ctrl","7","stem4",9.751457833,4,"perctrl","perP05","per"
"534","chm","P05","ctrl","1","stem4",21.45196211,4,"chmctrl","chmP05","chm"
"535","oid","P06","ctrl","0","stem4",48.15197252,4,"oidctrl","oidP06","oid"
"536","sit","P06","ctrl","1","stem4",11.05704174,4,"sitctrl","sitP06","sit"
"537","chi","P06","ctrl","0","stem4",7.739148538,4,"chictrl","chiP06","chi"
"538","per","P06","ctrl","0","stem4",7.48162798,4,"perctrl","perP06","per"
"539","lyc","P06","ctrl","0","stem4",36.70833767,4,"lycctrl","lycP06","lyc"
"540","pim","P06","ctrl","0","stem4",31.95742688,4,"pimctrl","pimP06","pim"
"541","hab","P06","ctrl","1","stem4",15.0293536,4,"habctrl","habP06","hab"
"542","lyc","P07","ctrl","1","stem4",12.35193088,4,"lycctrl","lycP07","lyc"
"543","chm","P07","ctrl","0","stem4",15.15280525,4,"chmctrl","chmP07","chm"
"544","hab","P07","ctrl","0","stem4",17.25887374,4,"habctrl","habP07","hab"
"545","pim","P07","ctrl","0","stem4",18.94639325,4,"pimctrl","pimP07","pim"
"546","arc","P07","ctrl","6","stem4",8.278121168,4,"arcctrl","arcP07","arc"
"547","sit","P07","ctrl","0","stem4",10.41396898,4,"sitctrl","sitP07","sit"
"548","chi","P07","ctrl","0","stem4",16.10690122,4,"chictrl","chiP07","chi"
"549","per","P07","ctrl","3","stem4",14.3281998,4,"perctrl","perP07","per"
"550","chm","P08","ctrl","1","stem4",12.85167066,4,"chmctrl","chmP08","chm"
"551","pen","P08","ctrl","0","stem4",10.21879879,4,"penctrl","penP08","pen"
"552","hab","P08","ctrl","1","stem4",14.55657333,4,"habctrl","habP08","hab"
"553","sit","P08","ctrl","1","stem4",10.46257937,4,"sitctrl","sitP08","sit"
"554","lyc","P08","ctrl","2","stem4",1.114967607,4,"lycctrl","lycP08","lyc"
"555","per","P08","ctrl","1","stem4",22.56406787,4,"perctrl","perP08","per"
"556","oid","P08","ctrl","1","stem4",29.30800458,4,"oidctrl","oidP08","oid"
"557","pim","P08","ctrl","0","stem4",26.53565109,4,"pimctrl","pimP08","pim"
"558","chi","P08","ctrl","0","stem4",12.56979286,4,"chictrl","chiP08","chi"
"559","sit","P09","ctrl","0","stem4",14.63755595,4,"sitctrl","sitP09","sit"
"560","oid","P09","ctrl","3","stem4",32.49440905,4,"oidctrl","oidP09","oid"
"561","pim","P09","ctrl","0","stem4",19.24138649,4,"pimctrl","pimP09","pim"
"562","pen","P09","ctrl","0","stem4",8.402518997,4,"penctrl","penP09","pen"
"563","lyc","P09","ctrl","1","stem4",27.1071094,4,"lycctrl","lycP09","lyc"
"564","chi","P09","ctrl","0","stem4",12.30030186,4,"chictrl","chiP09","chi"
"565","per","P09","ctrl","1","stem4",7.727698553,4,"perctrl","perP09","per"
"566","hab","P09","ctrl","1","stem4",17.00634954,4,"habctrl","habP09","hab"
"567","sit","P10","ctrl","1","stem4",14.33579681,4,"sitctrl","sitP10","sit"
"568","hab","P10","ctrl","1","stem4",16.93067555,4,"habctrl","habP10","hab"
"569","chi","P10","ctrl","0","stem4",19.67835953,4,"chictrl","chiP10","chi"
"570","per","P10","ctrl","3","stem4",15.19488675,4,"perctrl","perP10","per"
"571","pim","P10","ctrl","0","stem4",18.04892266,4,"pimctrl","pimP10","pim"
"572","chm","P10","ctrl","0","stem4",14.46663891,4,"chmctrl","chmP10","chm"
"573","arc","P10","ctrl","0","stem4",17.40876444,4,"arcctrl","arcP10","arc"
"574","oid","P10","ctrl","3","stem4",46.99359,4,"oidctrl","oidP10","oid"
"575","lyc","P10","ctrl","0","stem4",36.68616634,4,"lycctrl","lycP10","lyc"
"576","pen","P10","ctrl","1","stem4",9.765899865,4,"penctrl","penP10","pen"
"577","chi","P11","cold","0","stem4",8.158946601,4,"chicold","chiP11","chi"
"578","chm","P11","cold","1","stem4",9.444467576,4,"chmcold","chmP11","chm"
"579","pim","P11","cold","0","stem4",11.67606953,4,"pimcold","pimP11","pim"
"580","hab","P11","cold","1","stem4",2.303008223,4,"habcold","habP11","hab"
"581","lyc","P11","cold","5","stem4",7.996738534,4,"lyccold","lycP11","lyc"
"582","sit","P11","cold","1","stem4",5.544602894,4,"sitcold","sitP11","sit"
"583","per","P11","cold","4","stem4",1.621865253,4,"percold","perP11","per"
"584","arc","P11","cold","0","stem4",9.174352035,4,"arccold","arcP11","arc"
"585","oid","P11","cold","2","stem4",4.509045685,4,"oidcold","oidP11","oid"
"586","lyc","P12","cold","0","stem4",14.55043198,4,"lyccold","lycP12","lyc"
"587","oid","P12","cold","7","stem4",3.099257133,4,"oidcold","oidP12","oid"
"588","pen","P12","cold","1","stem4",9.666076819,4,"pencold","penP12","pen"
"589","hab","P12","cold","1","stem4",4.832101593,4,"habcold","habP12","hab"
"590","chm","P12","cold","1","stem4",6.48568752,4,"chmcold","chmP12","chm"
"591","per","P12","cold","3","stem4",2.613481182,4,"percold","perP12","per"
"592","sit","P12","cold","1","stem4",2.813781618,4,"sitcold","sitP12","sit"
"593","chi","P12","cold","1","stem4",1.615905069,4,"chicold","chiP12","chi"
"594","pim","P13","cold","0","stem4",7.669928177,4,"pimcold","pimP13","pim"
"595","oid","P13","cold","3","stem4",3.484675725,4,"oidcold","oidP13","oid"
"596","hab","P13","cold","1","stem4",7.309878214,4,"habcold","habP13","hab"
"597","arc","P13","cold","1","stem4",6.297595503,4,"arccold","arcP13","arc"
"598","chi","P13","cold","0","stem4",5.580930571,4,"chicold","chiP13","chi"
"599","sit","P13","cold","1","stem4",6.96336005,4,"sitcold","sitP13","sit"
"600","lyc","P13","cold","5","stem4",3.563131499,4,"lyccold","lycP13","lyc"
"601","chm","P13","cold","1","stem4",6.284271885,4,"chmcold","chmP13","chm"
"602","chm","P14","cold","1","stem4",6.303320495,4,"chmcold","chmP14","chm"
"603","hab","P14","cold","1","stem4",6.434370771,4,"habcold","habP14","hab"
"604","oid","P14","cold","6","stem4",0,4,"oidcold","oidP14","oid"
"605","arc","P14","cold","1","stem4",7.616217342,4,"arccold","arcP14","arc"
"606","per","P14","cold","0","stem4",7.271052358,4,"percold","perP14","per"
"607","chi","P14","cold","0","stem4",7.661600916,4,"chicold","chiP14","chi"
"608","pim","P14","cold","0","stem4",11.00655772,4,"pimcold","pimP14","pim"
"609","sit","P14","cold","1","stem4",4.335484543,4,"sitcold","sitP14","sit"
"610","lyc","P14","cold","6","stem4",1.473033144,4,"lyccold","lycP14","lyc"
"611","chm","P15","cold","0","stem4",7.805870719,4,"chmcold","chmP15","chm"
"612","arc","P15","cold","0","stem4",8.19673155,4,"arccold","arcP15","arc"
"613","per","P15","cold","1","stem4",3.842822942,4,"percold","perP15","per"
"614","sit","P15","cold","1","stem4",6.290621422,4,"sitcold","sitP15","sit"
"615","hab","P15","cold","1","stem4",8.474549807,4,"habcold","habP15","hab"
"616","chi","P15","cold","1","stem4",7.100135318,4,"chicold","chiP15","chi"
"617","lyc","P15","cold","0","stem4",13.59560737,4,"lyccold","lycP15","lyc"
"618","pim","P15","cold","1","stem4",5.239096492,4,"pimcold","pimP15","pim"
"619","oid","P15","cold","1","stem4",2.314145935,4,"oidcold","oidP15","oid"
"620","chi","P16","cold","1","stem4",6.302695951,4,"chicold","chiP16","chi"
"621","per","P16","cold","4","stem4",2.971246466,4,"percold","perP16","per"
"622","oid","P16","cold","3","stem4",2.074311747,4,"oidcold","oidP16","oid"
"623","pim","P16","cold","0","stem4",8.230977412,4,"pimcold","pimP16","pim"
"624","chm","P16","cold","1","stem4",7.037889039,4,"chmcold","chmP16","chm"
"625","sit","P16","cold","1","stem4",4.472572083,4,"sitcold","sitP16","sit"
"626","arc","P16","cold","1","stem4",9.873425627,4,"arccold","arcP16","arc"
"627","hab","P16","cold","1","stem4",8.701051317,4,"habcold","habP16","hab"
"628","lyc","P16","cold","0","stem4",14.70719267,4,"lyccold","lycP16","lyc"
"629","chi","P17","cold","1","stem4",7.448631206,4,"chicold","chiP17","chi"
"630","sit","P17","cold","1","stem4",6.960861872,4,"sitcold","sitP17","sit"
"631","chm","P17","cold","1","stem4",11.41282398,4,"chmcold","chmP17","chm"
"632","arc","P17","cold","1","stem4",8.12615801,4,"arccold","arcP17","arc"
"633","oid","P17","cold","2","stem4",2.284530588,4,"oidcold","oidP17","oid"
"634","hab","P17","cold","1","stem4",6.16821068,4,"habcold","habP17","hab"
"635","pim","P17","cold","1","stem4",4.783283023,4,"pimcold","pimP17","pim"
"636","pim","P18","cold","0","stem4",11.9864682,4,"pimcold","pimP18","pim"
"637","arc","P18","cold","1","stem4",8.378369939,4,"arccold","arcP18","arc"
"638","oid","P18","cold","1","stem4",5.209951077,4,"oidcold","oidP18","oid"
"639","hab","P18","cold","1","stem4",7.085874883,4,"habcold","habP18","hab"
"640","pen","P18","cold","1","stem4",5.212449256,4,"pencold","penP18","pen"
"641","chm","P18","cold","0","stem4",8.154470698,4,"chmcold","chmP18","chm"
"642","chi","P18","cold","1","stem4",4.121786198,4,"chicold","chiP18","chi"
"643","sit","P18","cold","1","stem4",3.81003435,4,"sitcold","sitP18","sit"
"644","hab","P19","cold","1","stem4",8.403247632,4,"habcold","habP19","hab"
"645","per","P19","cold","4","stem4",3.455126376,4,"percold","perP19","per"
"646","oid","P19","cold","4","stem4",3.400506364,4,"oidcold","oidP19","oid"
"647","chi","P19","cold","0","stem4",7.323722286,4,"chicold","chiP19","chi"
"648","arc","P19","cold","1","stem4",8.235765588,4,"arccold","arcP19","arc"
"649","pim","P19","cold","0","stem4",9.359737691,4,"pimcold","pimP19","pim"
"650","sit","P19","cold","1","stem4",3.991360466,4,"sitcold","sitP19","sit"
"651","chm","P19","cold","1","stem4",8.974810034,4,"chmcold","chmP19","chm"
"652","sit","P20","cold","1","stem4",9.275736442,4,"sitcold","sitP20","sit"
"653","chm","P20","cold","1","stem4",8.828354325,4,"chmcold","chmP20","chm"
"654","chi","P20","cold","1","stem4",6.36233996,4,"chicold","chiP20","chi"
"655","hab","P20","cold","1","stem4",8.131466639,4,"habcold","habP20","hab"
"656","oid","P20","cold","1","stem4",5.657020922,4,"oidcold","oidP20","oid"
"657","per","P20","cold","2","stem4",3.657692922,4,"percold","perP20","per"
"658","lyc","P20","cold","0","stem4",10.36629541,4,"lyccold","lycP20","lyc"
"659","pim","P20","cold","0","stem4",7.0597481,4,"pimcold","pimP20","pim"
"660","arc","P20","cold","6","stem4",6.117233603,4,"arccold","arcP20","arc"
"661","oid","P01","ctrl","2","stem5",27.06849798,5,"oidctrl","oidP01","oid"
"662","chi","P01","ctrl","1","stem5",12.14530253,5,"chictrl","chiP01","chi"
"663","pim","P01","ctrl","0","stem5",26.29575319,5,"pimctrl","pimP01","pim"
"664","arc","P01","ctrl","3","stem5",11.76938035,5,"arcctrl","arcP01","arc"
"665","hab","P01","ctrl","1","stem5",12.0806553,5,"habctrl","habP01","hab"
"666","sit","P01","ctrl","1","stem5",7.981567656,5,"sitctrl","sitP01","sit"
"667","chm","P01","ctrl","0","stem5",14.98672564,5,"chmctrl","chmP01","chm"
"668","chm","P02","ctrl","1","stem5",15.80299545,5,"chmctrl","chmP02","chm"
"669","arc","P02","ctrl","4","stem5",10.55684621,5,"arcctrl","arcP02","arc"
"670","oid","P02","ctrl","3","stem5",46.34086994,5,"oidctrl","oidP02","oid"
"671","sit","P02","ctrl","1","stem5",19.11981221,5,"sitctrl","sitP02","sit"
"672","pim","P02","ctrl","0","stem5",27.28891596,5,"pimctrl","pimP02","pim"
"673","lyc","P02","ctrl","0","stem5",41.78448033,5,"lycctrl","lycP02","lyc"
