"","spp","plate","trt","dayGerm","variable","stemLen","day","spptrt","ID","phylo"
"1009","oid","P03","ctrl","1","stem7",9.617844727,7,"oidctrl","oidP03","oid"
"1010","hab","P03","ctrl","1","stem7",21.87480108,7,"habctrl","habP03","hab"
"1012","chi","P03","ctrl","1","stem7",22.13229542,7,"chictrl","chiP03","chi"
"1013","sit","P04","ctrl","1","stem7",12.25264425,7,"sitctrl","sitP04","sit"
"1014","per","P04","ctrl","3","stem7",8.186866775,7,"perctrl","perP04","per"
"1015","oid","P04","ctrl","2","stem7",21.37038949,7,"oidctrl","oidP04","oid"
"1016","arc","P04","ctrl","5","stem7",6.950465357,7,"arcctrl","arcP04","arc"
"1017","pim","P04","ctrl","0","stem7",29.48751645,7,"pimctrl","pimP04","pim"
"1018","chi","P04","ctrl","0","stem7",7.614666089,7,"chictrl","chiP04","chi"
"1019","lyc","P04","ctrl","0","stem7",59.2429995,7,"lycctrl","lycP04","lyc"
"1020","hab","P04","ctrl","1","stem7",19.88004131,7,"habctrl","habP04","hab"
"1021","oid","P05","ctrl","3","stem7",43.50941556,7,"oidctrl","oidP05","oid"
"1022","sit","P05","ctrl","1","stem7",22.42233589,7,"sitctrl","sitP05","sit"
"1023","chi","P05","ctrl","0","stem7",28.8501461,7,"chictrl","chiP05","chi"
"1024","lyc","P05","ctrl","0","stem7",57.30943058,7,"lycctrl","lycP05","lyc"
"1025","hab","P05","ctrl","1","stem7",22.16196681,7,"habctrl","habP05","hab"
"1026","arc","P05","ctrl","0","stem7",17.55520009,7,"arcctrl","arcP05","arc"
"1027","pim","P05","ctrl","0","stem7",27.87684214,7,"pimctrl","pimP05","pim"
"1029","chm","P05","ctrl","1","stem7",24.52921041,7,"chmctrl","chmP05","chm"
"1030","oid","P06","ctrl","0","stem7",63.91301045,7,"oidctrl","oidP06","oid"
"1031","sit","P06","ctrl","1","stem7",12.40213059,7,"sitctrl","sitP06","sit"
"1032","chi","P06","ctrl","0","stem7",9.351931516,7,"chictrl","chiP06","chi"
"1033","per","P06","ctrl","0","stem7",8.797825877,7,"perctrl","perP06","per"
"1034","lyc","P06","ctrl","0","stem7",48.58275445,7,"lycctrl","lycP06","lyc"
"1035","pim","P06","ctrl","0","stem7",40.5620317,7,"pimctrl","pimP06","pim"
"1036","hab","P06","ctrl","1","stem7",20.51792501,7,"habctrl","habP06","hab"
"1037","lyc","P07","ctrl","1","stem7",16.59318975,7,"lycctrl","lycP07","lyc"
"1038","chm","P07","ctrl","0","stem7",18.84790791,7,"chmctrl","chmP07","chm"
"1039","hab","P07","ctrl","0","stem7",21.0632011,7,"habctrl","habP07","hab"
"1040","pim","P07","ctrl","0","stem7",23.88444788,7,"pimctrl","pimP07","pim"
"1041","arc","P07","ctrl","6","stem7",13.3205753,7,"arcctrl","arcP07","arc"
"1042","sit","P07","ctrl","0","stem7",11.17800579,7,"sitctrl","sitP07","sit"
"1043","chi","P07","ctrl","0","stem7",20.07059534,7,"chictrl","chiP07","chi"
"1044","per","P07","ctrl","3","stem7",17.84244574,7,"perctrl","perP07","per"
"1045","chm","P08","ctrl","1","stem7",14.42604841,7,"chmctrl","chmP08","chm"
"1046","pen","P08","ctrl","0","stem7",13.68960228,7,"penctrl","penP08","pen"
"1047","hab","P08","ctrl","1","stem7",19.60057577,7,"habctrl","habP08","hab"
"1048","sit","P08","ctrl","1","stem7",10.7407377,7,"sitctrl","sitP08","sit"
"1049","lyc","P08","ctrl","2","stem7",4.7604707,7,"lycctrl","lycP08","lyc"
"1050","per","P08","ctrl","1","stem7",28.98782549,7,"perctrl","perP08","per"
"1051","oid","P08","ctrl","1","stem7",51.73613607,7,"oidctrl","oidP08","oid"
"1052","pim","P08","ctrl","0","stem7",33.51646095,7,"pimctrl","pimP08","pim"
"1053","chi","P08","ctrl","0","stem7",17.23980033,7,"chictrl","chiP08","chi"
"1054","sit","P09","ctrl","0","stem7",17.19031378,7,"sitctrl","sitP09","sit"
"1055","oid","P09","ctrl","3","stem7",63.46028016,7,"oidctrl","oidP09","oid"
"1056","pim","P09","ctrl","0","stem7",24.77643783,7,"pimctrl","pimP09","pim"
"1057","pen","P09","ctrl","0","stem7",10.60059425,7,"penctrl","penP09","pen"
"1058","lyc","P09","ctrl","1","stem7",36.08842692,7,"lycctrl","lycP09","lyc"
"1059","chi","P09","ctrl","0","stem7",17.17778814,7,"chictrl","chiP09","chi"
"1060","per","P09","ctrl","1","stem7",11.05346806,7,"perctrl","perP09","per"
"1061","hab","P09","ctrl","1","stem7",22.18517005,7,"habctrl","habP09","hab"
"1062","sit","P10","ctrl","1","stem7",17.36515941,7,"sitctrl","sitP10","sit"
"1063","hab","P10","ctrl","1","stem7",23.29543471,7,"habctrl","habP10","hab"
"1064","chi","P10","ctrl","0","stem7",24.61894329,7,"chictrl","chiP10","chi"
"1065","per","P10","ctrl","3","stem7",17.60376458,7,"perctrl","perP10","per"
"1066","pim","P10","ctrl","0","stem7",26.29573656,7,"pimctrl","pimP10","pim"
"1067","chm","P10","ctrl","0","stem7",16.51926793,7,"chmctrl","chmP10","chm"
"1068","arc","P10","ctrl","0","stem7",22.19574498,7,"arcctrl","arcP10","arc"
"1069","oid","P10","ctrl","3","stem7",57.42483601,7,"oidctrl","oidP10","oid"
"1070","lyc","P10","ctrl","0","stem7",47.98296102,7,"lycctrl","lycP10","lyc"
"1071","pen","P10","ctrl","1","stem7",12.29668933,7,"penctrl","penP10","pen"
"1072","chi","P11","cold","0","stem7",9.233861943,7,"chicold","chiP11","chi"
"1073","chm","P11","cold","1","stem7",11.05182536,7,"chmcold","chmP11","chm"
"1074","pim","P11","cold","0","stem7",11.95295287,7,"pimcold","pimP11","pim"
"1075","hab","P11","cold","1","stem7",2.813443915,7,"habcold","habP11","hab"
"1076","lyc","P11","cold","5","stem7",13.62109617,7,"lyccold","lycP11","lyc"
"1077","sit","P11","cold","1","stem7",8.232939973,7,"sitcold","sitP11","sit"
"1078","per","P11","cold","4","stem7",4.771279387,7,"percold","perP11","per"
"1079","arc","P11","cold","0","stem7",11.55182433,7,"arccold","arcP11","arc"
"1080","oid","P11","cold","2","stem7",10.26388786,7,"oidcold","oidP11","oid"
"1081","lyc","P12","cold","0","stem7",17.39226408,7,"lyccold","lycP12","lyc"
"1083","pen","P12","cold","1","stem7",9.831293981,7,"pencold","penP12","pen"
"1084","hab","P12","cold","1","stem7",8.751214063,7,"habcold","habP12","hab"
"1085","chm","P12","cold","1","stem7",9.664045864,7,"chmcold","chmP12","chm"
"1086","per","P12","cold","3","stem7",4.694920206,7,"percold","perP12","per"
"1087","sit","P12","cold","1","stem7",8.546286353,7,"sitcold","sitP12","sit"
"1088","chi","P12","cold","1","stem7",4.5151858,7,"chicold","chiP12","chi"
"1089","pim","P13","cold","0","stem7",8.56959226,7,"pimcold","pimP13","pim"
"1090","oid","P13","cold","3","stem7",4.320952091,7,"oidcold","oidP13","oid"
"1091","hab","P13","cold","1","stem7",10.02369605,7,"habcold","habP13","hab"
"1092","arc","P13","cold","1","stem7",7.475241324,7,"arccold","arcP13","arc"
"1093","chi","P13","cold","0","stem7",6.876371917,7,"chicold","chiP13","chi"
"1094","sit","P13","cold","1","stem7",7.643208125,7,"sitcold","sitP13","sit"
"1095","lyc","P13","cold","5","stem7",6.785832472,7,"lyccold","lycP13","lyc"
"1096","chm","P13","cold","1","stem7",8.628524377,7,"chmcold","chmP13","chm"
"1097","chm","P14","cold","1","stem7",9.162609522,7,"chmcold","chmP14","chm"
"1098","hab","P14","cold","1","stem7",9.377598814,7,"habcold","habP14","hab"
"1099","oid","P14","cold","6","stem7",8.294733516,7,"oidcold","oidP14","oid"
"1100","arc","P14","cold","1","stem7",10.43581019,7,"arccold","arcP14","arc"
"1101","per","P14","cold","0","stem7",11.90459568,7,"percold","perP14","per"
"1102","chi","P14","cold","0","stem7",9.207783968,7,"chicold","chiP14","chi"
"1103","pim","P14","cold","0","stem7",11.86363067,7,"pimcold","pimP14","pim"
"1104","sit","P14","cold","1","stem7",5.372884245,7,"sitcold","sitP14","sit"
"1105","lyc","P14","cold","6","stem7",2.10226942,7,"lyccold","lycP14","lyc"
"1106","chm","P15","cold","0","stem7",9.516818241,7,"chmcold","chmP15","chm"
"1107","arc","P15","cold","0","stem7",9.469693081,7,"arccold","arcP15","arc"
"1108","per","P15","cold","1","stem7",5.489824456,7,"percold","perP15","per"
"1109","sit","P15","cold","1","stem7",7.028424993,7,"sitcold","sitP15","sit"
"1110","hab","P15","cold","1","stem7",10.8113741,7,"habcold","habP15","hab"
"1111","chi","P15","cold","1","stem7",8.503781306,7,"chicold","chiP15","chi"
"1112","lyc","P15","cold","0","stem7",18.60838068,7,"lyccold","lycP15","lyc"
"1113","pim","P15","cold","1","stem7",6.528528689,7,"pimcold","pimP15","pim"
"1114","oid","P15","cold","1","stem7",6.080480328,7,"oidcold","oidP15","oid"
"1115","chi","P16","cold","1","stem7",7.231915335,7,"chicold","chiP16","chi"
"1116","per","P16","cold","4","stem7",6.482301665,7,"percold","perP16","per"
"1117","oid","P16","cold","3","stem7",7.362490844,7,"oidcold","oidP16","oid"
"1118","pim","P16","cold","0","stem7",9.064355104,7,"pimcold","pimP16","pim"
"1119","chm","P16","cold","1","stem7",9.165278921,7,"chmcold","chmP16","chm"
"1120","sit","P16","cold","1","stem7",4.701427718,7,"sitcold","sitP16","sit"
"1121","arc","P16","cold","1","stem7",10.1718477,7,"arccold","arcP16","arc"
"1122","hab","P16","cold","1","stem7",11.4519272,7,"habcold","habP16","hab"
"1123","lyc","P16","cold","0","stem7",15.50612832,7,"lyccold","lycP16","lyc"
"1124","chi","P17","cold","1","stem7",8.390639855,7,"chicold","chiP17","chi"
"1125","sit","P17","cold","1","stem7",9.342896626,7,"sitcold","sitP17","sit"
"1126","chm","P17","cold","1","stem7",13.00377207,7,"chmcold","chmP17","chm"
"1127","arc","P17","cold","1","stem7",9.321644103,7,"arccold","arcP17","arc"
"1128","oid","P17","cold","2","stem7",7.57635355,7,"oidcold","oidP17","oid"
"1129","hab","P17","cold","1","stem7",10.36517379,7,"habcold","habP17","hab"
"1130","pim","P17","cold","1","stem7",6.125346765,7,"pimcold","pimP17","pim"
"1131","pim","P18","cold","0","stem7",12.82728372,7,"pimcold","pimP18","pim"
"1132","arc","P18","cold","1","stem7",9.487146844,7,"arccold","arcP18","arc"
"1133","oid","P18","cold","1","stem7",11.50305646,7,"oidcold","oidP18","oid"
"1134","hab","P18","cold","1","stem7",10.10388069,7,"habcold","habP18","hab"
"1135","pen","P18","cold","1","stem7",5.900193223,7,"pencold","penP18","pen"
"1136","chm","P18","cold","0","stem7",9.507064667,7,"chmcold","chmP18","chm"
"1137","chi","P18","cold","1","stem7",5.272679112,7,"chicold","chiP18","chi"
"1138","sit","P18","cold","1","stem7",4.986129392,7,"sitcold","sitP18","sit"
"1139","hab","P19","cold","1","stem7",8.941665418,7,"habcold","habP19","hab"
"1140","per","P19","cold","4","stem7",7.759863583,7,"percold","perP19","per"
"1141","oid","P19","cold","4","stem7",9.193944209,7,"oidcold","oidP19","oid"
"1142","chi","P19","cold","0","stem7",8.062817119,7,"chicold","chiP19","chi"
"1143","arc","P19","cold","1","stem7",10.03498966,7,"arccold","arcP19","arc"
"1144","pim","P19","cold","0","stem7",10.66578919,7,"pimcold","pimP19","pim"
"1145","sit","P19","cold","1","stem7",6.429247579,7,"sitcold","sitP19","sit"
"1146","chm","P19","cold","1","stem7",13.29689261,7,"chmcold","chmP19","chm"
"1147","sit","P20","cold","1","stem7",2.251740756,7,"sitcold","sitP20","sit"
"1148","chm","P20","cold","1","stem7",11.36753313,7,"chmcold","chmP20","chm"
"1149","chi","P20","cold","1","stem7",6.658610557,7,"chicold","chiP20","chi"
"1150","hab","P20","cold","1","stem7",15.81721598,7,"habcold","habP20","hab"
"1151","oid","P20","cold","1","stem7",17.84472722,7,"oidcold","oidP20","oid"
"1152","per","P20","cold","2","stem7",5.004773377,7,"percold","perP20","per"
"1153","lyc","P20","cold","0","stem7",14.02286648,7,"lyccold","lycP20","lyc"
"1154","pim","P20","cold","0","stem7",8.729756202,7,"pimcold","pimP20","pim"
"1155","arc","P20","cold","6","stem7",10.05989555,7,"arccold","arcP20","arc"
"1156","oid","P01","ctrl","2","stem8",40.28423634,8,"oidctrl","oidP01","oid"
"1157","chi","P01","ctrl","1","stem8",16.50728094,8,"chictrl","chiP01","chi"
"1158","pim","P01","ctrl","0","stem8",34.44882858,8,"pimctrl","pimP01","pim"
"1159","arc","P01","ctrl","3","stem8",14.04519439,8,"arcctrl","arcP01","arc"
"1160","hab","P01","ctrl","1","stem8",14.02440773,8,"habctrl","habP01","hab"
"1161","sit","P01","ctrl","1","stem8",11.19387697,8,"sitctrl","sitP01","sit"
"1162","chm","P01","ctrl","0","stem8",16.95040604,8,"chmctrl","chmP01","chm"
"1163","chm","P02","ctrl","1","stem8",16.77166048,8,"chmctrl","chmP02","chm"
"1164","arc","P02","ctrl","4","stem8",11.0811789,8,"arcctrl","arcP02","arc"
"1165","oid","P02","ctrl","3","stem8",57.6808263,8,"oidctrl","oidP02","oid"
"1166","sit","P02","ctrl","1","stem8",22.95082807,8,"sitctrl","sitP02","sit"
"1167","pim","P02","ctrl","0","stem8",33.7601716,8,"pimctrl","pimP02","pim"
"1168","lyc","P02","ctrl","0","stem8",45.44777557,8,"lycctrl","lycP02","lyc"
"1169","hab","P02","ctrl","1","stem8",20.32506085,8,"habctrl","habP02","hab"
"1170","chi","P02","ctrl","1","stem8",14.61370471,8,"chictrl","chiP02","chi"
"1171","lyc","P03","ctrl","2","stem8",23.60021728,8,"lycctrl","lycP03","lyc"
"1172","pim","P03","ctrl","0","stem8",31.62884841,8,"pimctrl","pimP03","pim"
"1173","chm","P03","ctrl","0","stem8",18.57622244,8,"chmctrl","chmP03","chm"
"1174","oid","P03","ctrl","1","stem8",10.54926617,8,"oidctrl","oidP03","oid"
"1175","hab","P03","ctrl","1","stem8",23.1887799,8,"habctrl","habP03","hab"
"1177","chi","P03","ctrl","1","stem8",25.52916882,8,"chictrl","chiP03","chi"
"1178","sit","P04","ctrl","1","stem8",12.99546836,8,"sitctrl","sitP04","sit"
"1179","per","P04","ctrl","3","stem8",9.067816476,8,"perctrl","perP04","per"
"1180","oid","P04","ctrl","2","stem8",24.16173529,8,"oidctrl","oidP04","oid"
"1181","arc","P04","ctrl","5","stem8",7.125824317,8,"arcctrl","arcP04","arc"
"1182","pim","P04","ctrl","0","stem8",33.34050364,8,"pimctrl","pimP04","pim"
"1183","chi","P04","ctrl","0","stem8",5.847387139,8,"chictrl","chiP04","chi"
"1184","lyc","P04","ctrl","0","stem8",65.42292532,8,"lycctrl","lycP04","lyc"
"1185","hab","P04","ctrl","1","stem8",20.88106711,8,"habctrl","habP04","hab"
"1186","oid","P05","ctrl","3","stem8",44.85541986,8,"oidctrl","oidP05","oid"
"1187","sit","P05","ctrl","1","stem8",26.32609747,8,"sitctrl","sitP05","sit"
"1188","chi","P05","ctrl","0","stem8",32.41276807,8,"chictrl","chiP05","chi"
"1189","lyc","P05","ctrl","0","stem8",66.04961034,8,"lycctrl","lycP05","lyc"
"1190","hab","P05","ctrl","1","stem8",23.47897256,8,"habctrl","habP05","hab"
"1191","arc","P05","ctrl","0","stem8",18.79553146,8,"arcctrl","arcP05","arc"
"1192","pim","P05","ctrl","0","stem8",30.41778319,8,"pimctrl","pimP05","pim"
"1194","chm","P05","ctrl","1","stem8",25.50089731,8,"chmctrl","chmP05","chm"
"1195","oid","P06","ctrl","0","stem8",70.41919676,8,"oidctrl","oidP06","oid"
"1196","sit","P06","ctrl","1","stem8",12.53062746,8,"sitctrl","sitP06","sit"
"1197","chi","P06","ctrl","0","stem8",10.01425867,8,"chictrl","chiP06","chi"
"1198","per","P06","ctrl","0","stem8",9.193053404,8,"perctrl","perP06","per"
"1199","lyc","P06","ctrl","0","stem8",52.89598545,8,"lycctrl","lycP06","lyc"
"1200","pim","P06","ctrl","0","stem8",43.57970516,8,"pimctrl","pimP06","pim"
"1201","hab","P06","ctrl","1","stem8",21.42621547,8,"habctrl","habP06","hab"
"1202","lyc","P07","ctrl","1","stem8",17.31168719,8,"lycctrl","lycP07","lyc"
"1203","chm","P07","ctrl","0","stem8",21.34191312,8,"chmctrl","chmP07","chm"
"1204","hab","P07","ctrl","0","stem8",22.2283682,8,"habctrl","habP07","hab"
"1205","pim","P07","ctrl","0","stem8",25.98571265,8,"pimctrl","pimP07","pim"
"1207","sit","P07","ctrl","0","stem8",8.73599741,8,"sitctrl","sitP07","sit"
"1208","chi","P07","ctrl","0","stem8",22.10268292,8,"chictrl","chiP07","chi"
"1209","per","P07","ctrl","3","stem8",19.37367623,8,"perctrl","perP07","per"
"1210","chm","P08","ctrl","1","stem8",14.70251412,8,"chmctrl","chmP08","chm"
"1211","pen","P08","ctrl","0","stem8",14.36581688,8,"penctrl","penP08","pen"
"1212","hab","P08","ctrl","1","stem8",21.10805861,8,"habctrl","habP08","hab"
"1213","sit","P08","ctrl","1","stem8",11.02936959,8,"sitctrl","sitP08","sit"
"1214","lyc","P08","ctrl","2","stem8",7.145208681,8,"lycctrl","lycP08","lyc"
"1215","per","P08","ctrl","1","stem8",30.02331375,8,"perctrl","perP08","per"
"1216","oid","P08","ctrl","1","stem8",54.0664872,8,"oidctrl","oidP08","oid"
"1217","pim","P08","ctrl","0","stem8",37.65907843,8,"pimctrl","pimP08","pim"
"1218","chi","P08","ctrl","0","stem8",18.32515918,8,"chictrl","chiP08","chi"
"1219","sit","P09","ctrl","0","stem8",18.10390393,8,"sitctrl","sitP09","sit"
"1220","oid","P09","ctrl","3","stem8",65.72810761,8,"oidctrl","oidP09","oid"
"1221","pim","P09","ctrl","0","stem8",29.48584786,8,"pimctrl","pimP09","pim"
"1222","pen","P09","ctrl","0","stem8",12.68980833,8,"penctrl","penP09","pen"
"1223","lyc","P09","ctrl","1","stem8",40.26446149,8,"lycctrl","lycP09","lyc"
"1224","chi","P09","ctrl","0","stem8",18.05084364,8,"chictrl","chiP09","chi"
"1225","per","P09","ctrl","1","stem8",11.26906278,8,"perctrl","perP09","per"
"1226","hab","P09","ctrl","1","stem8",24.06581115,8,"habctrl","habP09","hab"
"1227","sit","P10","ctrl","1","stem8",18.27066483,8,"sitctrl","sitP10","sit"
"1228","hab","P10","ctrl","1","stem8",24.97603068,8,"habctrl","habP10","hab"
"1229","chi","P10","ctrl","0","stem8",26.384894,8,"chictrl","chiP10","chi"
"1230","per","P10","ctrl","3","stem8",18.45126346,8,"perctrl","perP10","per"
"1231","pim","P10","ctrl","0","stem8",29.50961231,8,"pimctrl","pimP10","pim"
"1232","chm","P10","ctrl","0","stem8",17.84013898,8,"chmctrl","chmP10","chm"
"1233","arc","P10","ctrl","0","stem8",22.87840795,8,"arcctrl","arcP10","arc"
"1234","oid","P10","ctrl","3","stem8",61.43499339,8,"oidctrl","oidP10","oid"
"1235","lyc","P10","ctrl","0","stem8",50.61971958,8,"lycctrl","lycP10","lyc"
"1236","pen","P10","ctrl","1","stem8",14.12755775,8,"penctrl","penP10","pen"
"1237","chi","P11","cold","0","stem8",9.149826683,8,"chicold","chiP11","chi"
"1238","chm","P11","cold","1","stem8",12.01272627,8,"chmcold","chmP11","chm"
"1239","pim","P11","cold","0","stem8",12.29984594,8,"pimcold","pimP11","pim"
"1240","hab","P11","cold","1","stem8",3.229712122,8,"habcold","habP11","hab"
"1241","lyc","P11","cold","5","stem8",14.84852517,8,"lyccold","lycP11","lyc"
"1242","sit","P11","cold","1","stem8",8.423884095,8,"sitcold","sitP11","sit"
"1243","per","P11","cold","4","stem8",5.607032058,8,"percold","perP11","per"
"1244","arc","P11","cold","0","stem8",12.38537749,8,"arccold","arcP11","arc"
"1245","oid","P11","cold","2","stem8",11.89630127,8,"oidcold","oidP11","oid"
"1246","lyc","P12","cold","0","stem8",19.13837468,8,"lyccold","lycP12","lyc"
"1248","pen","P12","cold","1","stem8",9.016868665,8,"pencold","penP12","pen"
"1249","hab","P12","cold","1","stem8",9.786857438,8,"habcold","habP12","hab"
"1250","chm","P12","cold","1","stem8",10.4900599,8,"chmcold","chmP12","chm"
"1251","per","P12","cold","3","stem8",4.94377151,8,"percold","perP12","per"
"1252","sit","P12","cold","1","stem8",8.479300342,8,"sitcold","sitP12","sit"
"1253","chi","P12","cold","1","stem8",4.809740967,8,"chicold","chiP12","chi"
"1254","pim","P13","cold","0","stem8",9.202477239,8,"pimcold","pimP13","pim"
"1255","oid","P13","cold","3","stem8",4.978726317,8,"oidcold","oidP13","oid"
"1256","hab","P13","cold","1","stem8",10.5316477,8,"habcold","habP13","hab"
"1257","arc","P13","cold","1","stem8",7.746699609,8,"arccold","arcP13","arc"
"1258","chi","P13","cold","0","stem8",7.220296482,8,"chicold","chiP13","chi"
"1259","sit","P13","cold","1","stem8",7.854663979,8,"sitcold","sitP13","sit"
"1260","lyc","P13","cold","5","stem8",9.818005671,8,"lyccold","lycP13","lyc"
"1261","chm","P13","cold","1","stem8",9.535896616,8,"chmcold","chmP13","chm"
"1262","chm","P14","cold","1","stem8",9.886422303,8,"chmcold","chmP14","chm"
"1263","hab","P14","cold","1","stem8",9.73758717,8,"habcold","habP14","hab"
"1265","arc","P14","cold","1","stem8",10.737538,8,"arccold","arcP14","arc"
"1266","per","P14","cold","0","stem8",13.36299793,8,"percold","perP14","per"
"1267","chi","P14","cold","0","stem8",9.293642599,8,"chicold","chiP14","chi"
"1268","pim","P14","cold","0","stem8",11.93405774,8,"pimcold","pimP14","pim"
"1269","sit","P14","cold","1","stem8",6.302394474,8,"sitcold","sitP14","sit"
"1271","chm","P15","cold","0","stem8",10.01774139,8,"chmcold","chmP15","chm"
"1272","arc","P15","cold","0","stem8",9.915103539,8,"arccold","arcP15","arc"
"1273","per","P15","cold","1","stem8",6.057374765,8,"percold","perP15","per"
"1274","sit","P15","cold","1","stem8",7.196634462,8,"sitcold","sitP15","sit"
"1275","hab","P15","cold","1","stem8",11.03428637,8,"habcold","habP15","hab"
"1276","chi","P15","cold","1","stem8",8.412616466,8,"chicold","chiP15","chi"
"1277","lyc","P15","cold","0","stem8",21.49832829,8,"lyccold","lycP15","lyc"
"1278","pim","P15","cold","1","stem8",7.016762134,8,"pimcold","pimP15","pim"
"1279","oid","P15","cold","1","stem8",6.441191173,8,"oidcold","oidP15","oid"
"1280","chi","P16","cold","1","stem8",7.574407323,8,"chicold","chiP16","chi"
"1281","per","P16","cold","4","stem8",8.350879007,8,"percold","perP16","per"
"1282","oid","P16","cold","3","stem8",7.148724927,8,"oidcold","oidP16","oid"
"1283","pim","P16","cold","0","stem8",9.765551376,8,"pimcold","pimP16","pim"
"1284","chm","P16","cold","1","stem8",9.680224697,8,"chmcold","chmP16","chm"
"1285","sit","P16","cold","1","stem8",6.955097475,8,"sitcold","sitP16","sit"
"1286","arc","P16","cold","1","stem8",10.2124665,8,"arccold","arcP16","arc"
"1287","hab","P16","cold","1","stem8",11.84801403,8,"habcold","habP16","hab"
"1288","lyc","P16","cold","0","stem8",16.84930468,8,"lyccold","lycP16","lyc"
"1289","chi","P17","cold","1","stem8",8.794281781,8,"chicold","chiP17","chi"
"1290","sit","P17","cold","1","stem8",9.689033934,8,"sitcold","sitP17","sit"
"1291","chm","P17","cold","1","stem8",11.6898575,8,"chmcold","chmP17","chm"
"1292","arc","P17","cold","1","stem8",9.689750965,8,"arccold","arcP17","arc"
"1293","oid","P17","cold","2","stem8",8.42451914,8,"oidcold","oidP17","oid"
"1294","hab","P17","cold","1","stem8",11.11264761,8,"habcold","habP17","hab"
"1295","pim","P17","cold","1","stem8",6.503367997,8,"pimcold","pimP17","pim"
"1296","pim","P18","cold","0","stem8",12.86251035,8,"pimcold","pimP18","pim"
"1297","arc","P18","cold","1","stem8",11.38552909,8,"arccold","arcP18","arc"
"1298","oid","P18","cold","1","stem8",11.93928182,8,"oidcold","oidP18","oid"
"1299","hab","P18","cold","1","stem8",11.40734731,8,"habcold","habP18","hab"
"1300","pen","P18","cold","1","stem8",5.587002483,8,"pencold","penP18","pen"
"1301","chm","P18","cold","0","stem8",9.616716244,8,"chmcold","chmP18","chm"
"1302","chi","P18","cold","1","stem8",5.046668469,8,"chicold","chiP18","chi"
"1303","sit","P18","cold","1","stem8",6.251587711,8,"sitcold","sitP18","sit"
"1304","hab","P19","cold","1","stem8",11.18650179,8,"habcold","habP19","hab"
"1305","per","P19","cold","4","stem8",6.87745605,8,"percold","perP19","per"
"1306","oid","P19","cold","4","stem8",9.228335057,8,"oidcold","oidP19","oid"
"1307","chi","P19","cold","0","stem8",7.964164843,8,"chicold","chiP19","chi"
"1308","arc","P19","cold","1","stem8",10.19484803,8,"arccold","arcP19","arc"
"1309","pim","P19","cold","0","stem8",10.88831936,8,"pimcold","pimP19","pim"
"1310","sit","P19","cold","1","stem8",6.283034639,8,"sitcold","sitP19","sit"
"1311","chm","P19","cold","1","stem8",13.6368013,8,"chmcold","chmP19","chm"
"1312","sit","P20","cold","1","stem8",3.806614713,8,"sitcold","sitP20","sit"
"1313","chm","P20","cold","1","stem8",11.6786923,8,"chmcold","chmP20","chm"
"1314","chi","P20","cold","1","stem8",6.206926928,8,"chicold","chiP20","chi"
"1315","hab","P20","cold","1","stem8",18.49335415,8,"habcold","habP20","hab"
"1316","oid","P20","cold","1","stem8",19.75604559,8,"oidcold","oidP20","oid"
"1317","per","P20","cold","2","stem8",5.173311331,8,"percold","perP20","per"
"1318","lyc","P20","cold","0","stem8",14.60202735,8,"lyccold","lycP20","lyc"
"1319","pim","P20","cold","0","stem8",9.87535954,8,"pimcold","pimP20","pim"
"1321","oid","P01","ctrl","2","stem9",43.47309724,9,"oidctrl","oidP01","oid"
"1322","chi","P01","ctrl","1","stem9",18.41918997,9,"chictrl","chiP01","chi"
"1323","pim","P01","ctrl","0","stem9",39.16644719,9,"pimctrl","pimP01","pim"
"1324","arc","P01","ctrl","3","stem9",14.23495346,9,"arcctrl","arcP01","arc"
"1325","hab","P01","ctrl","1","stem9",15.29370129,9,"habctrl","habP01","hab"
"1326","sit","P01","ctrl","1","stem9",12.18765689,9,"sitctrl","sitP01","sit"
"1327","chm","P01","ctrl","0","stem9",18.78379602,9,"chmctrl","chmP01","chm"
"1328","chm","P02","ctrl","1","stem9",18.1499535,9,"chmctrl","chmP02","chm"
"1329","arc","P02","ctrl","4","stem9",11.49314767,9,"arcctrl","arcP02","arc"
"1330","oid","P02","ctrl","3","stem9",60.31675284,9,"oidctrl","oidP02","oid"
"1331","sit","P02","ctrl","1","stem9",23.65155431,9,"sitctrl","sitP02","sit"
"1332","pim","P02","ctrl","0","stem9",37.51851837,9,"pimctrl","pimP02","pim"
"1333","lyc","P02","ctrl","0","stem9",48.928301,9,"lycctrl","lycP02","lyc"
"1334","hab","P02","ctrl","1","stem9",21.62122122,9,"habctrl","habP02","hab"
"1335","chi","P02","ctrl","1","stem9",15.4832059,9,"chictrl","chiP02","chi"
"1336","lyc","P03","ctrl","2","stem9",25.15439238,9,"lycctrl","lycP03","lyc"
"1337","pim","P03","ctrl","0","stem9",35.06288014,9,"pimctrl","pimP03","pim"
"1338","chm","P03","ctrl","0","stem9",22.2557839,9,"chmctrl","chmP03","chm"
"1339","oid","P03","ctrl","1","stem9",9.874198566,9,"oidctrl","oidP03","oid"
"1340","hab","P03","ctrl","1","stem9",24.26656982,9,"habctrl","habP03","hab"
"1342","chi","P03","ctrl","1","stem9",26.7938124,9,"chictrl","chiP03","chi"
"1343","sit","P04","ctrl","1","stem9",14.16881343,9,"sitctrl","sitP04","sit"
"1344","per","P04","ctrl","3","stem9",9.683764219,9,"perctrl","perP04","per"
"1345","oid","P04","ctrl","2","stem9",27.60994169,9,"oidctrl","oidP04","oid"
