"","spp","plate","trt","dayGerm","rootLen","day","spptrt","ID","phylo"
"788","lyc","P16","cold","1",23.28,5,"lyccold","lycP16","lyc"
"789","chi","P17","cold","2",8.43,5,"chicold","chiP17","chi"
"790","sit","P17","cold","1",32.97,5,"sitcold","sitP17","sit"
"791","chm","P17","cold","1",18.11,5,"chmcold","chmP17","chm"
"792","arc","P17","cold","1",16.59,5,"arccold","arcP17","arc"
"793","oid","P17","cold","3",19.2,5,"oidcold","oidP17","oid"
"794","hab","P17","cold","1",17.08,5,"habcold","habP17","hab"
"795","pim","P17","cold","1",11.9,5,"pimcold","pimP17","pim"
"796","pim","P18","cold","1",11.62,5,"pimcold","pimP18","pim"
"797","arc","P18","cold","1",27.13,5,"arccold","arcP18","arc"
"798","oid","P18","cold","1",28.68,5,"oidcold","oidP18","oid"
"799","hab","P18","cold","1",13.3,5,"habcold","habP18","hab"
"800","pen","P18","cold","1",11.02,5,"pencold","penP18","pen"
"801","chm","P18","cold","1",23.43,5,"chmcold","chmP18","chm"
"802","chi","P18","cold","1",30.29,5,"chicold","chiP18","chi"
"803","sit","P18","cold","1",13.57,5,"sitcold","sitP18","sit"
"804","hab","P19","cold","1",12.81,5,"habcold","habP19","hab"
"805","per","P19","cold","4",18.29,5,"percold","perP19","per"
"806","oid","P19","cold","4",24.85,5,"oidcold","oidP19","oid"
"807","chi","P19","cold","1",32.95,5,"chicold","chiP19","chi"
"808","arc","P19","cold","1",25.1,5,"arccold","arcP19","arc"
"809","pim","P19","cold","1",16.64,5,"pimcold","pimP19","pim"
"810","sit","P19","cold","1",22.13,5,"sitcold","sitP19","sit"
"811","chm","P19","cold","1",16.9,5,"chmcold","chmP19","chm"
"812","sit","P20","cold","2",28.13,5,"sitcold","sitP20","sit"
"813","chm","P20","cold","1",16.47,5,"chmcold","chmP20","chm"
"814","chi","P20","cold","1",21.72,5,"chicold","chiP20","chi"
"815","hab","P20","cold","1",7.9,5,"habcold","habP20","hab"
"816","oid","P20","cold","1",41.04,5,"oidcold","oidP20","oid"
"817","per","P20","cold","2",16.46,5,"percold","perP20","per"
"818","lyc","P20","cold","1",21.06,5,"lyccold","lycP20","lyc"
"819","pim","P20","cold","1",13.94,5,"pimcold","pimP20","pim"
"820","arc","P20","cold","6",20.15,5,"arccold","arcP20","arc"
"821","oid","P01","ctrl","2",117.46,6,"oidctrl","oidP01","oid"
"822","chi","P01","ctrl","1",71.07,6,"chictrl","chiP01","chi"
"824","pim","P01","ctrl","1",126.99,6,"pimctrl","pimP01","pim"
"825","arc","P01","ctrl","3",44.54,6,"arcctrl","arcP01","arc"
"826","hab","P01","ctrl","1",51.9,6,"habctrl","habP01","hab"
"827","sit","P01","ctrl","1",70.52,6,"sitctrl","sitP01","sit"
"828","chm","P01","ctrl","1",57.34,6,"chmctrl","chmP01","chm"
"829","chm","P02","ctrl","1",55.4,6,"chmctrl","chmP02","chm"
"830","arc","P02","ctrl","4",29.97,6,"arcctrl","arcP02","arc"
"831","oid","P02","ctrl","3",131.89,6,"oidctrl","oidP02","oid"
"832","sit","P02","ctrl","1",92.33,6,"sitctrl","sitP02","sit"
"833","pim","P02","ctrl","1",124.74,6,"pimctrl","pimP02","pim"
"834","lyc","P02","ctrl","1",118.76,6,"lycctrl","lycP02","lyc"
"835","hab","P02","ctrl","1",49.2,6,"habctrl","habP02","hab"
"836","chi","P02","ctrl","1",55.23,6,"chictrl","chiP02","chi"
"837","lyc","P03","ctrl","3",70.02,6,"lycctrl","lycP03","lyc"
"838","pim","P03","ctrl","1",118.18,6,"pimctrl","pimP03","pim"
"839","chm","P03","ctrl","1",46.37,6,"chmctrl","chmP03","chm"
"840","oid","P03","ctrl","3",19.92,6,"oidctrl","oidP03","oid"
"841","hab","P03","ctrl","1",53.04,6,"habctrl","habP03","hab"
"843","chi","P03","ctrl","1",106.48,6,"chictrl","chiP03","chi"
"844","sit","P04","ctrl","1",82.71,6,"sitctrl","sitP04","sit"
"845","per","P04","ctrl","3",50.64,6,"perctrl","perP04","per"
"846","oid","P04","ctrl","4",60.54,6,"oidctrl","oidP04","oid"
"847","arc","P04","ctrl","7",17.04,6,"arcctrl","arcP04","arc"
"848","pim","P04","ctrl","1",125.72,6,"pimctrl","pimP04","pim"
"849","chi","P04","ctrl","1",24.4,6,"chictrl","chiP04","chi"
"850","lyc","P04","ctrl","1",135.78,6,"lycctrl","lycP04","lyc"
"851","hab","P04","ctrl","1",44.93,6,"habctrl","habP04","hab"
"852","oid","P05","ctrl","3",89.13,6,"oidctrl","oidP05","oid"
"853","sit","P05","ctrl","1",56.58,6,"sitctrl","sitP05","sit"
"854","chi","P05","ctrl","1",104.07,6,"chictrl","chiP05","chi"
"856","hab","P05","ctrl","1",55.87,6,"habctrl","habP05","hab"
"857","arc","P05","ctrl","1",70.77,6,"arcctrl","arcP05","arc"
"858","pim","P05","ctrl","1",118.48,6,"pimctrl","pimP05","pim"
"859","per","P05","ctrl","7",46.37,6,"perctrl","perP05","per"
"860","chm","P05","ctrl","1",64.43,6,"chmctrl","chmP05","chm"
"862","sit","P06","ctrl","1",83.82,6,"sitctrl","sitP06","sit"
"863","chi","P06","ctrl","1",77.81,6,"chictrl","chiP06","chi"
"864","per","P06","ctrl","1",59.31,6,"perctrl","perP06","per"
"865","lyc","P06","ctrl","1",138.26,6,"lycctrl","lycP06","lyc"
"866","pim","P06","ctrl","1",121.11,6,"pimctrl","pimP06","pim"
"867","hab","P06","ctrl","1",57.83,6,"habctrl","habP06","hab"
"868","lyc","P07","ctrl","1",15.28,6,"lycctrl","lycP07","lyc"
"869","chm","P07","ctrl","1",50.13,6,"chmctrl","chmP07","chm"
"870","hab","P07","ctrl","1",59.99,6,"habctrl","habP07","hab"
"871","pim","P07","ctrl","1",116.3,6,"pimctrl","pimP07","pim"
"872","arc","P07","ctrl","7",22.08,6,"arcctrl","arcP07","arc"
"873","sit","P07","ctrl","1",58.4,6,"sitctrl","sitP07","sit"
"874","chi","P07","ctrl","1",109.78,6,"chictrl","chiP07","chi"
"875","per","P07","ctrl","3",67.89,6,"perctrl","perP07","per"
"876","chm","P08","ctrl","1",12.17,6,"chmctrl","chmP08","chm"
"877","pen","P08","ctrl","1",72.61,6,"penctrl","penP08","pen"
"878","hab","P08","ctrl","1",47.23,6,"habctrl","habP08","hab"
"879","sit","P08","ctrl","1",55.05,6,"sitctrl","sitP08","sit"
"880","lyc","P08","ctrl","6",65.11,6,"lycctrl","lycP08","lyc"
"881","per","P08","ctrl","1",73.49,6,"perctrl","perP08","per"
"882","oid","P08","ctrl","2",103.06,6,"oidctrl","oidP08","oid"
"883","pim","P08","ctrl","1",119,6,"pimctrl","pimP08","pim"
"884","chi","P08","ctrl","1",71.93,6,"chictrl","chiP08","chi"
"885","sit","P09","ctrl","1",31.18,6,"sitctrl","sitP09","sit"
"886","oid","P09","ctrl","3",104.83,6,"oidctrl","oidP09","oid"
"887","pim","P09","ctrl","1",104.12,6,"pimctrl","pimP09","pim"
"888","pen","P09","ctrl","1",80.76,6,"penctrl","penP09","pen"
"889","lyc","P09","ctrl","1",56.02,6,"lycctrl","lycP09","lyc"
"890","chi","P09","ctrl","1",97.16,6,"chictrl","chiP09","chi"
"891","per","P09","ctrl","1",55.78,6,"perctrl","perP09","per"
"892","hab","P09","ctrl","1",59.52,6,"habctrl","habP09","hab"
"893","sit","P10","ctrl","1",38.65,6,"sitctrl","sitP10","sit"
"894","hab","P10","ctrl","1",60.13,6,"habctrl","habP10","hab"
"895","chi","P10","ctrl","1",127.71,6,"chictrl","chiP10","chi"
"896","per","P10","ctrl","3",56.86,6,"perctrl","perP10","per"
"897","pim","P10","ctrl","1",104.4,6,"pimctrl","pimP10","pim"
"898","chm","P10","ctrl","1",63.67,6,"chmctrl","chmP10","chm"
"899","arc","P10","ctrl","1",82.9,6,"arcctrl","arcP10","arc"
"900","oid","P10","ctrl","3",116.42,6,"oidctrl","oidP10","oid"
"902","pen","P10","ctrl","1",65.74,6,"penctrl","penP10","pen"
"903","chi","P11","cold","1",27.25,6,"chicold","chiP11","chi"
"904","chm","P11","cold","1",15.49,6,"chmcold","chmP11","chm"
"905","pim","P11","cold","1",16.03,6,"pimcold","pimP11","pim"
"906","hab","P11","cold","2",10.21,6,"habcold","habP11","hab"
"907","sit","P11","cold","1",22.35,6,"sitcold","sitP11","sit"
"908","per","P11","cold","5",25,6,"percold","perP11","per"
"909","arc","P11","cold","1",35.03,6,"arccold","arcP11","arc"
"910","oid","P11","cold","2",24.35,6,"oidcold","oidP11","oid"
"911","lyc","P12","cold","1",21.99,6,"lyccold","lycP12","lyc"
"913","pen","P12","cold","1",10.78,6,"pencold","penP12","pen"
"914","hab","P12","cold","2",15.21,6,"habcold","habP12","hab"
"915","chm","P12","cold","1",14.14,6,"chmcold","chmP12","chm"
"916","per","P12","cold","3",17.23,6,"percold","perP12","per"
"917","sit","P12","cold","1",22.34,6,"sitcold","sitP12","sit"
"918","pim","P12","cold","1",14.03,6,"pimcold","pimP12","pim"
"919","chi","P12","cold","3",16.89,6,"chicold","chiP12","chi"
"920","pim","P13","cold","1",8.41,6,"pimcold","pimP13","pim"
"921","oid","P13","cold","4",40.19,6,"oidcold","oidP13","oid"
"922","hab","P13","cold","1",12.63,6,"habcold","habP13","hab"
"923","arc","P13","cold","1",34.47,6,"arccold","arcP13","arc"
"924","chi","P13","cold","1",14.23,6,"chicold","chiP13","chi"
"925","sit","P13","cold","1",25.2,6,"sitcold","sitP13","sit"
"926","chm","P13","cold","1",12.03,6,"chmcold","chmP13","chm"
"927","chm","P14","cold","1",12.74,6,"chmcold","chmP14","chm"
"928","hab","P14","cold","1",11.68,6,"habcold","habP14","hab"
"929","oid","P14","cold","6",13.28,6,"oidcold","oidP14","oid"
"930","arc","P14","cold","1",28.71,6,"arccold","arcP14","arc"
"931","per","P14","cold","1",34.85,6,"percold","perP14","per"
"932","chi","P14","cold","1",20.87,6,"chicold","chiP14","chi"
"933","pim","P14","cold","1",14.85,6,"pimcold","pimP14","pim"
"934","sit","P14","cold","1",18.98,6,"sitcold","sitP14","sit"
"935","chm","P15","cold","1",16.34,6,"chmcold","chmP15","chm"
"936","arc","P15","cold","1",30.11,6,"arccold","arcP15","arc"
"937","per","P15","cold","1",16.01,6,"percold","perP15","per"
"938","sit","P15","cold","1",33.52,6,"sitcold","sitP15","sit"
"939","hab","P15","cold","1",12.82,6,"habcold","habP15","hab"
"940","chi","P15","cold","1",24.83,6,"chicold","chiP15","chi"
"941","lyc","P15","cold","1",23.03,6,"lyccold","lycP15","lyc"
"942","pim","P15","cold","1",12.74,6,"pimcold","pimP15","pim"
"943","oid","P15","cold","1",27.98,6,"oidcold","oidP15","oid"
"944","chi","P16","cold","1",19.29,6,"chicold","chiP16","chi"
"945","per","P16","cold","4",25.51,6,"percold","perP16","per"
"946","oid","P16","cold","3",5.18,6,"oidcold","oidP16","oid"
"947","pim","P16","cold","1",12.29,6,"pimcold","pimP16","pim"
"948","chm","P16","cold","1",20.21,6,"chmcold","chmP16","chm"
"949","sit","P16","cold","1",23.29,6,"sitcold","sitP16","sit"
"950","arc","P16","cold","1",38.9,6,"arccold","arcP16","arc"
"951","hab","P16","cold","1",15.55,6,"habcold","habP16","hab"
"952","lyc","P16","cold","1",23.28,6,"lyccold","lycP16","lyc"
"953","chi","P17","cold","2",11.27,6,"chicold","chiP17","chi"
"954","sit","P17","cold","1",38.56,6,"sitcold","sitP17","sit"
"955","chm","P17","cold","1",18.11,6,"chmcold","chmP17","chm"
"956","arc","P17","cold","1",24.52,6,"arccold","arcP17","arc"
"957","oid","P17","cold","3",22.87,6,"oidcold","oidP17","oid"
"958","hab","P17","cold","1",18.03,6,"habcold","habP17","hab"
"959","pim","P17","cold","1",12.2,6,"pimcold","pimP17","pim"
"960","pim","P18","cold","1",12.44,6,"pimcold","pimP18","pim"
"961","arc","P18","cold","1",32.21,6,"arccold","arcP18","arc"
"962","oid","P18","cold","1",38.53,6,"oidcold","oidP18","oid"
"963","hab","P18","cold","1",14.58,6,"habcold","habP18","hab"
"964","pen","P18","cold","1",13.97,6,"pencold","penP18","pen"
"965","chm","P18","cold","1",25.28,6,"chmcold","chmP18","chm"
"966","chi","P18","cold","1",30.29,6,"chicold","chiP18","chi"
"967","sit","P18","cold","1",17.5,6,"sitcold","sitP18","sit"
"968","hab","P19","cold","1",13.84,6,"habcold","habP19","hab"
"969","per","P19","cold","4",23.14,6,"percold","perP19","per"
"970","oid","P19","cold","4",29.11,6,"oidcold","oidP19","oid"
"971","chi","P19","cold","1",37.61,6,"chicold","chiP19","chi"
"972","arc","P19","cold","1",29.34,6,"arccold","arcP19","arc"
"973","pim","P19","cold","1",17.19,6,"pimcold","pimP19","pim"
"974","sit","P19","cold","1",26.58,6,"sitcold","sitP19","sit"
"975","chm","P19","cold","1",17.34,6,"chmcold","chmP19","chm"
"976","sit","P20","cold","2",33.35,6,"sitcold","sitP20","sit"
"977","chm","P20","cold","1",17.16,6,"chmcold","chmP20","chm"
"978","chi","P20","cold","1",23.15,6,"chicold","chiP20","chi"
"979","hab","P20","cold","1",8.89,6,"habcold","habP20","hab"
"980","oid","P20","cold","1",51.51,6,"oidcold","oidP20","oid"
"981","per","P20","cold","2",19.77,6,"percold","perP20","per"
"982","lyc","P20","cold","1",21.29,6,"lyccold","lycP20","lyc"
"983","pim","P20","cold","1",15.15,6,"pimcold","pimP20","pim"
"984","arc","P20","cold","6",23.55,6,"arccold","arcP20","arc"
"985","oid","P01","ctrl","2",127.72,7,"oidctrl","oidP01","oid"
"986","chi","P01","ctrl","1",83.98,7,"chictrl","chiP01","chi"
"988","pim","P01","ctrl","1",135.92,7,"pimctrl","pimP01","pim"
"989","arc","P01","ctrl","3",54.15,7,"arcctrl","arcP01","arc"
"990","hab","P01","ctrl","1",63.86,7,"habctrl","habP01","hab"
"991","sit","P01","ctrl","1",84.04,7,"sitctrl","sitP01","sit"
"992","chm","P01","ctrl","1",62.28,7,"chmctrl","chmP01","chm"
"993","chm","P02","ctrl","1",60.14,7,"chmctrl","chmP02","chm"
"994","arc","P02","ctrl","4",34.91,7,"arcctrl","arcP02","arc"
"995","oid","P02","ctrl","3",143.59,7,"oidctrl","oidP02","oid"
"996","sit","P02","ctrl","1",107.43,7,"sitctrl","sitP02","sit"
"997","pim","P02","ctrl","1",132.86,7,"pimctrl","pimP02","pim"
"998","lyc","P02","ctrl","1",127.51,7,"lycctrl","lycP02","lyc"
"999","hab","P02","ctrl","1",60.69,7,"habctrl","habP02","hab"
"1000","chi","P02","ctrl","1",66.19,7,"chictrl","chiP02","chi"
"1001","lyc","P03","ctrl","3",87.68,7,"lycctrl","lycP03","lyc"
"1002","pim","P03","ctrl","1",137.17,7,"pimctrl","pimP03","pim"
"1003","chm","P03","ctrl","1",48.32,7,"chmctrl","chmP03","chm"
"1004","oid","P03","ctrl","3",22.79,7,"oidctrl","oidP03","oid"
"1005","hab","P03","ctrl","1",64.98,7,"habctrl","habP03","hab"
"1007","chi","P03","ctrl","1",125.4,7,"chictrl","chiP03","chi"
"1008","sit","P04","ctrl","1",99.98,7,"sitctrl","sitP04","sit"
"1009","per","P04","ctrl","3",63.86,7,"perctrl","perP04","per"
"1010","oid","P04","ctrl","4",77.88,7,"oidctrl","oidP04","oid"
"1012","pim","P04","ctrl","1",134.14,7,"pimctrl","pimP04","pim"
"1013","chi","P04","ctrl","1",24.4,7,"chictrl","chiP04","chi"
"1015","hab","P04","ctrl","1",56.36,7,"habctrl","habP04","hab"
"1016","oid","P05","ctrl","3",107.46,7,"oidctrl","oidP05","oid"
"1017","sit","P05","ctrl","1",63.27,7,"sitctrl","sitP05","sit"
"1020","hab","P05","ctrl","1",67.3,7,"habctrl","habP05","hab"
"1021","arc","P05","ctrl","1",70.77,7,"arcctrl","arcP05","arc"
"1022","pim","P05","ctrl","1",137.7,7,"pimctrl","pimP05","pim"
"1024","chm","P05","ctrl","1",68.96,7,"chmctrl","chmP05","chm"
"1026","sit","P06","ctrl","1",99.42,7,"sitctrl","sitP06","sit"
"1027","chi","P06","ctrl","1",92.29,7,"chictrl","chiP06","chi"
"1028","per","P06","ctrl","1",71.16,7,"perctrl","perP06","per"
"1030","pim","P06","ctrl","1",135.76,7,"pimctrl","pimP06","pim"
"1031","hab","P06","ctrl","1",69.74,7,"habctrl","habP06","hab"
"1033","chm","P07","ctrl","1",50.44,7,"chmctrl","chmP07","chm"
"1034","hab","P07","ctrl","1",71.18,7,"habctrl","habP07","hab"
"1037","sit","P07","ctrl","1",65.18,7,"sitctrl","sitP07","sit"
"1038","chi","P07","ctrl","1",129.72,7,"chictrl","chiP07","chi"
"1039","per","P07","ctrl","3",81.34,7,"perctrl","perP07","per"
"1040","chm","P08","ctrl","1",12.76,7,"chmctrl","chmP08","chm"
"1041","pen","P08","ctrl","1",85.61,7,"penctrl","penP08","pen"
"1042","hab","P08","ctrl","1",55.78,7,"habctrl","habP08","hab"
"1043","sit","P08","ctrl","1",66.14,7,"sitctrl","sitP08","sit"
"1044","lyc","P08","ctrl","6",86.11,7,"lycctrl","lycP08","lyc"
"1045","per","P08","ctrl","1",85.37,7,"perctrl","perP08","per"
"1046","oid","P08","ctrl","2",110.3,7,"oidctrl","oidP08","oid"
"1048","chi","P08","ctrl","1",88.24,7,"chictrl","chiP08","chi"
"1049","sit","P09","ctrl","1",31.44,7,"sitctrl","sitP09","sit"
"1050","oid","P09","ctrl","3",123.78,7,"oidctrl","oidP09","oid"
"1051","pim","P09","ctrl","1",123.45,7,"pimctrl","pimP09","pim"
